id, payment type, payment trans id, payment trans success, failure reason
7205, Internet Banking, 98338, N, Account locked
7206, Cash, 88188, Y, 
7207, Cash, 27163, Y, 
7208, Cash, 87954, N, Insufficent funds
7209, Internet Banking, 62909, N, Account locked
7210, Internet Banking, 41101, Y, 
7211, Electronic, 76765, N, Account locked
7212, Internet Banking, 55700, N, Account locked
7213, Card, 13680, Y, 
7214, Cash, 78744, Y, 
7215, Card, 85479, Y, 
7216, Electronic, 27322, Y, 
7217, Electronic, 99902, Y, 
7218, Card, 25283, Y, 
7219, Cash, 50050, N, Insufficent funds
7220, Card, 97203, Y, 
7221, Internet Banking, 69834, N, Account locked
7222, Card, 14820, Y, 
7223, Electronic, 57874, N, Account locked
7224, Card, 46513, Y, 
7225, Card, 67142, Y, 
7226, Cash, 77893, Y, 
7227, Gift card, 66671, N, Insufficent funds
7228, Internet Banking, 33428, Y, 
7229, Cash, 14441, Y, 
7230, Card, 77167, Y, 
7231, Electronic, 33181, Y, 
7232, Cash, 63467, Y, 
7233, Electronic, 89757, Y, 
7234, Internet Banking, 35814, Y, 
7235, Card, 66523, Y, 
7236, Gift card, 23233, N, Insufficent funds
7237, Electronic, 88044, Y, 
7238, Gift card, 79114, Y, 
7239, Electronic, 84307, Y, 
7240, Internet Banking, 98451, Y, 
7241, Electronic, 88181, Y, 
7242, Gift card, 34973, Y, 
7243, Gift card, 72989, N, Insufficent funds
7244, Electronic, 62237, N, Account locked
7245, Card, 40748, Y, 
7246, Card, 88216, N, Invalid zip code
7247, Gift card, 41651, N, Insufficent funds
7248, Internet Banking, 89131, Y, 
7249, Cash, 87118, Y, 
7250, Cash, 44145, N, Insufficent funds
7251, Card, 38143, N, Invalid CVV
7252, Internet Banking, 52256, Y, 
7253, Internet Banking, 18131, N, Account locked
7254, Cash, 85525, N, Insufficent funds
7255, Gift card, 47312, Y, 
7256, Electronic, 26276, N, Account locked
7257, Cash, 18688, N, Insufficent funds
7258, Gift card, 45750, Y, 
7259, Electronic, 97793, Y, 
7260, Internet Banking, 20145, N, Account locked
7261, Gift card, 23854, Y, 
7262, Cash, 66683, N, Insufficent funds
7263, Internet Banking, 70842, N, Account locked
7264, Cash, 50453, Y, 
7265, Gift card, 51387, Y, 
7266, Internet Banking, 63004, N, Account locked
7267, Internet Banking, 11674, N, Account locked
7268, Gift card, 24849, Y, 
7269, Cash, 18714, Y, 
7270, Card, 43734, Y, 
7271, Cash, 37718, Y, 
7272, Cash, 75690, Y, 
7273, Gift card, 63108, Y, 
7274, Card, 71214, Y, 
7275, Electronic, 46074, Y, 
7276, Internet Banking, 63043, Y, 
7277, Card, 99265, Y, 
7278, Internet Banking, 40363, N, Account locked
7279, Cash, 98334, Y, 
7280, Cash, 50637, Y, 
7281, Gift card, 95133, Y, 
7282, Internet Banking, 53519, Y, 
7283, Card, 68675, Y, 
7284, Card, 89908, Y, 
7285, Cash, 51270, Y, 
7286, Card, 96621, Y, 
7287, Electronic, 48819, Y, 
7288, Cash, 31204, N, Insufficent funds
7289, Electronic, 37014, Y, 
7290, Electronic, 47849, Y, 
7291, Internet Banking, 56515, Y, 
7292, Cash, 39988, Y, 
7293, Gift card, 33780, Y, 
7294, Electronic, 77859, Y, 
7295, Electronic, 56555, Y, 
7296, Gift card, 22019, Y, 
7297, Card, 57293, Y, 
7298, Cash, 36505, Y, 
7299, Card, 69319, Y, 
7300, Card, 36020, Y, 
7301, Gift card, 41414, Y, 
7302, Gift card, 72259, N, Insufficent funds
7303, Card, 57539, N, Invalid CVV
7304, Electronic, 54257, N, Account locked
7305, Internet Banking, 62398, Y, 
7306, Electronic, 98522, Y, 
7307, Card, 18027, Y, 
7308, Electronic, 19852, N, Account locked
7309, Electronic, 99143, N, Account locked
7310, Gift card, 21542, N, Insufficent funds
7311, Card, 53666, N, Invalid card number
7312, Gift card, 81554, Y, 
7313, Card, 78804, N, Invalid zip code
7314, Internet Banking, 74225, Y, 
7315, Gift card, 74997, N, Insufficent funds
7316, Gift card, 38917, Y, 
7317, Card, 75895, N, Invalid zip code
7318, Internet Banking, 22203, Y, 
7319, Electronic, 80621, Y, 
7320, Electronic, 77503, Y, 
7321, Internet Banking, 18394, Y, 
7322, Electronic, 63188, N, Account locked
7323, Card, 80992, Y, 
7324, Card, 93451, Y, 
7325, Gift card, 56417, Y, 
7326, Electronic, 45290, Y, 
7327, Internet Banking, 80135, Y, 
7328, Electronic, 33285, N, Account locked
7329, Card, 29163, Y, 
7330, Electronic, 62364, Y, 
7331, Electronic, 36432, Y, 
7332, Electronic, 55873, Y, 
7333, Internet Banking, 38962, N, Account locked
7334, Internet Banking, 86907, Y, 
7335, Card, 35191, Y, 
7336, Card, 62047, N, Invalid card number
7337, Cash, 51682, Y, 
7338, Internet Banking, 55519, N, Account locked
7339, Gift card, 88008, Y, 
7340, Card, 16861, Y, 
7341, Gift card, 20247, Y, 
7342, Card, 12370, Y, 
7343, Card, 25655, Y, 
7344, Cash, 48472, Y, 
7345, Electronic, 49202, Y, 
7346, Card, 37345, Y, 
7347, Internet Banking, 41316, Y, 
7348, Gift card, 87705, Y, 
7349, Internet Banking, 13611, Y, 
7350, Card, 21145, N, Invalid CVV
7351, Gift card, 76340, Y, 
7352, Internet Banking, 10599, Y, 
7353, Cash, 69117, Y, 
7354, Internet Banking, 28910, Y, 
7355, Cash, 91667, Y, 
7356, Card, 86667, Y, 
7357, Internet Banking, 95615, Y, 
7358, Electronic, 82393, N, Account locked
7359, Cash, 57279, Y, 
7360, Gift card, 14815, Y, 
7361, Internet Banking, 11433, Y, 
7362, Electronic, 50517, N, Account locked
7363, Gift card, 49063, Y, 
7364, Internet Banking, 29902, N, Account locked
7365, Electronic, 22654, Y, 
7366, Electronic, 84868, Y, 
7367, Electronic, 76818, N, Account locked
7368, Card, 51274, Y, 
7369, Internet Banking, 74391, Y, 
7370, Card, 55186, Y, 
7371, Card, 26192, Y, 
7372, Cash, 81208, Y, 
7373, Electronic, 71925, Y, 
7374, Electronic, 22660, Y, 
7375, Internet Banking, 80889, Y, 
7376, Card, 32838, Y, 
7377, Internet Banking, 69782, Y, 
7378, Card, 60813, Y, 
7379, Card, 13574, N, Invalid CVV
7380, Gift card, 57413, N, Insufficent funds
7381, Card, 22687, Y, 
7382, Cash, 61007, N, Insufficent funds
7383, Electronic, 68677, Y, 
7384, Internet Banking, 26022, N, Account locked
7385, Gift card, 26786, Y, 
7386, Electronic, 12701, N, Account locked
7387, Card, 78664, Y, 
7388, Cash, 42071, Y, 
7389, Internet Banking, 64134, Y, 
7390, Card, 71167, Y, 
7391, Electronic, 13309, Y, 
7392, Cash, 12254, Y, 
7393, Electronic, 89346, Y, 
7394, Gift card, 19099, Y, 
7395, Card, 81329, Y, 
7396, Card, 33767, Y, 
7397, Card, 66009, N, Invalid card number
7398, Cash, 74832, Y, 
7399, Gift card, 35628, N, Insufficent funds
7400, Cash, 13483, N, Insufficent funds
7401, Gift card, 67095, Y, 
7402, Electronic, 54214, Y, 
7403, Gift card, 88179, Y, 
7404, Gift card, 72890, N, Insufficent funds
7405, Cash, 89991, Y, 
7406, Gift card, 34678, N, Insufficent funds
7407, Gift card, 86197, Y, 
7408, Cash, 19807, N, Insufficent funds
7409, Gift card, 14593, N, Insufficent funds
7410, Electronic, 19272, Y, 
7411, Card, 43252, Y, 
7412, Electronic, 14764, Y, 
7413, Electronic, 53730, Y, 
7414, Electronic, 58507, Y, 
7415, Internet Banking, 77843, Y, 
7416, Gift card, 42110, N, Insufficent funds
7417, Card, 30411, N, Invalid card number
7418, Gift card, 10735, Y, 
7419, Internet Banking, 89769, Y, 
7420, Electronic, 16750, Y, 
7421, Electronic, 51154, Y, 
7422, Internet Banking, 34804, Y, 
7423, Internet Banking, 72204, N, Account locked
7424, Internet Banking, 58752, N, Account locked
7425, Electronic, 85127, Y, 
7426, Gift card, 81849, Y, 
7427, Electronic, 93776, N, Account locked
7428, Internet Banking, 24420, Y, 
7429, Electronic, 26466, Y, 
7430, Internet Banking, 65824, Y, 
7431, Electronic, 70925, N, Account locked
7432, Internet Banking, 80115, Y, 
7433, Card, 54528, N, Invalid zip code
7434, Gift card, 98111, N, Insufficent funds
7435, Gift card, 53013, Y, 
7436, Gift card, 79893, Y, 
7437, Card, 24249, Y, 
7438, Internet Banking, 44263, Y, 
7439, Cash, 53093, Y, 
7440, Card, 50178, N, Invalid card number
7441, Internet Banking, 37349, Y, 
7442, Gift card, 95779, Y, 
7443, Gift card, 63217, Y, 
7444, Gift card, 69592, N, Insufficent funds
7445, Gift card, 91180, Y, 
7446, Card, 18218, N, Invalid card number
7447, Cash, 43535, Y, 
7448, Gift card, 83163, Y, 
7449, Cash, 20688, Y, 
7450, Gift card, 15511, Y, 
7451, Electronic, 96156, Y, 
7452, Electronic, 13799, Y, 
7453, Electronic, 60429, Y, 
7454, Internet Banking, 68316, Y, 
7455, Gift card, 58840, Y, 
7456, Cash, 88082, Y, 
7457, Gift card, 89815, N, Insufficent funds
7458, Cash, 87712, Y, 
7459, Internet Banking, 32176, Y, 
7460, Card, 85329, Y, 
7461, Gift card, 31904, N, Insufficent funds
7462, Gift card, 82695, Y, 
7463, Gift card, 51664, Y, 
7464, Cash, 63911, N, Insufficent funds
7465, Internet Banking, 37283, Y, 
7466, Card, 88230, Y, 
7467, Gift card, 27368, Y, 
7468, Cash, 73039, Y, 
7469, Cash, 22795, N, Insufficent funds
7470, Card, 94393, Y, 
7471, Card, 11308, Y, 
7472, Internet Banking, 34909, N, Account locked
7473, Card, 18168, N, Invalid CVV
7474, Card, 92394, Y, 
7475, Card, 56418, Y, 
7476, Card, 84308, N, Invalid CVV
7477, Electronic, 19230, Y, 
7478, Internet Banking, 76402, Y, 
7479, Cash, 56068, Y, 
7480, Gift card, 70718, N, Insufficent funds
7481, Gift card, 95280, Y, 
7482, Electronic, 85578, Y, 
7483, Internet Banking, 94477, Y, 
7484, Cash, 60254, N, Insufficent funds
7485, Electronic, 16432, Y, 
7486, Gift card, 58739, Y, 
7487, Electronic, 10225, Y, 
7488, Card, 12603, N, Invalid zip code
7489, Internet Banking, 68640, Y, 
7490, Electronic, 17550, Y, 
7491, Card, 90095, Y, 
7492, Electronic, 12059, Y, 
7493, Internet Banking, 55927, Y, 
7494, Electronic, 78972, Y, 
7495, Gift card, 57344, Y, 
7496, Internet Banking, 90830, Y, 
7497, Gift card, 92393, Y, 
7498, Internet Banking, 77955, N, Account locked
7499, Gift card, 65653, N, Insufficent funds
7500, Gift card, 58080, N, Insufficent funds
7501, Gift card, 97618, Y, 
7502, Gift card, 42959, Y, 
7503, Card, 37530, N, Invalid card number
7504, Gift card, 27976, Y, 
7505, Gift card, 16025, Y, 
7506, Internet Banking, 16716, Y, 
7507, Gift card, 97097, Y, 
7508, Card, 81732, Y, 
7509, Gift card, 60761, N, Insufficent funds
7510, Electronic, 99692, Y, 
7511, Internet Banking, 81526, Y, 
7512, Internet Banking, 23242, Y, 
7513, Card, 33726, N, Invalid CVV
7514, Internet Banking, 65741, Y, 
7515, Internet Banking, 46090, Y, 
7516, Gift card, 54940, Y, 
7517, Electronic, 14367, Y, 
7518, Cash, 52234, Y, 
7519, Gift card, 50627, Y, 
7520, Card, 53917, Y, 
7521, Card, 22557, Y, 
7522, Electronic, 25185, Y, 
7523, Gift card, 21446, N, Insufficent funds
7524, Internet Banking, 32890, Y, 
7525, Card, 86267, Y, 
7526, Internet Banking, 30745, Y, 
7527, Electronic, 35484, Y, 
7528, Card, 89551, Y, 
7529, Internet Banking, 50856, Y, 
7530, Electronic, 64816, Y, 
7531, Electronic, 35646, Y, 
7532, Gift card, 45166, Y, 
7533, Electronic, 45545, Y, 
7534, Card, 27048, Y, 
7535, Card, 20517, N, Invalid CVV
7536, Electronic, 87979, Y, 
7537, Electronic, 70591, Y, 
7538, Card, 94568, Y, 
7539, Cash, 23198, N, Insufficent funds
7540, Card, 38440, Y, 
7541, Cash, 83527, Y, 
7542, Gift card, 78498, N, Insufficent funds
7543, Electronic, 59271, Y, 
7544, Gift card, 99739, Y, 
7545, Card, 14611, Y, 
7546, Card, 63806, Y, 
7547, Cash, 57787, Y, 
7548, Electronic, 88711, Y, 
7549, Internet Banking, 48095, Y, 
7550, Gift card, 37042, Y, 
7551, Cash, 51965, N, Insufficent funds
7552, Gift card, 36048, Y, 
7553, Cash, 79655, Y, 
7554, Card, 70044, Y, 
7555, Electronic, 88220, Y, 
7556, Internet Banking, 63079, Y, 
7557, Internet Banking, 28599, Y, 
7558, Card, 87807, Y, 
7559, Card, 14752, Y, 
7560, Electronic, 54972, Y, 
7561, Gift card, 64764, Y, 
7562, Card, 98922, Y, 
7563, Internet Banking, 34315, Y, 
7564, Internet Banking, 99904, Y, 
7565, Electronic, 64605, Y, 
7566, Card, 25810, Y, 
7567, Internet Banking, 64395, Y, 
7568, Cash, 57527, N, Insufficent funds
7569, Cash, 95820, Y, 
7570, Internet Banking, 78686, Y, 
7571, Internet Banking, 74030, N, Account locked
7572, Gift card, 22666, Y, 
7573, Electronic, 80244, Y, 
7574, Electronic, 60477, Y, 
7575, Cash, 18013, Y, 
7576, Electronic, 19137, Y, 
7577, Internet Banking, 43614, N, Account locked
7578, Cash, 87502, N, Insufficent funds
7579, Card, 35123, Y, 
7580, Electronic, 49504, Y, 
7581, Electronic, 83708, Y, 
7582, Internet Banking, 62532, Y, 
7583, Card, 99812, N, Invalid zip code
7584, Cash, 62276, N, Insufficent funds
7585, Card, 92481, Y, 
7586, Internet Banking, 97469, Y, 
7587, Card, 90872, Y, 
7588, Cash, 99700, Y, 
7589, Internet Banking, 70681, Y, 
7590, Gift card, 72570, N, Insufficent funds
7591, Electronic, 28507, Y, 
7592, Gift card, 10221, Y, 
7593, Gift card, 86999, Y, 
7594, Card, 62550, N, Invalid CVV
7595, Card, 95807, N, Invalid CVV
7596, Electronic, 86571, Y, 
7597, Card, 66431, Y, 
7598, Internet Banking, 46681, N, Account locked
7599, Gift card, 27734, N, Insufficent funds
7600, Cash, 33730, Y, 
7601, Cash, 58861, Y, 
7602, Electronic, 89528, Y, 
7603, Card, 81884, Y, 
7604, Cash, 14360, Y, 
7605, Card, 72656, Y, 
7606, Card, 63218, Y, 
7607, Gift card, 55802, N, Insufficent funds
7608, Card, 85838, Y, 
7609, Internet Banking, 44828, Y, 
7610, Electronic, 60440, Y, 
7611, Cash, 59181, Y, 
7612, Electronic, 34034, Y, 
7613, Electronic, 65412, Y, 
7614, Cash, 57850, Y, 
7615, Card, 53762, N, Invalid CVV
7616, Electronic, 35293, Y, 
7617, Internet Banking, 71858, N, Account locked
7618, Internet Banking, 36172, N, Account locked
7619, Cash, 25412, Y, 
7620, Card, 14497, Y, 
7621, Card, 53694, Y, 
7622, Card, 80405, Y, 
7623, Gift card, 83360, Y, 
7624, Internet Banking, 83890, Y, 
7625, Gift card, 13079, N, Insufficent funds
7626, Card, 87308, N, Invalid zip code
7627, Card, 14866, N, Invalid zip code
7628, Card, 21841, N, Invalid CVV
7629, Gift card, 58365, Y, 
7630, Gift card, 83910, Y, 
7631, Card, 81081, Y, 
7632, Internet Banking, 10462, N, Account locked
7633, Card, 35965, N, Invalid card number
7634, Electronic, 43253, Y, 
7635, Gift card, 63212, N, Insufficent funds
7636, Gift card, 37886, Y, 
7637, Cash, 42191, Y, 
7638, Gift card, 85594, Y, 
7639, Cash, 91463, Y, 
7640, Electronic, 88727, Y, 
7641, Cash, 66787, Y, 
7642, Internet Banking, 31396, Y, 
7643, Card, 31593, Y, 
7644, Electronic, 17304, Y, 
7645, Card, 71628, N, Invalid zip code
7646, Card, 34889, Y, 
7647, Card, 95144, N, Invalid CVV
7648, Internet Banking, 85885, Y, 
7649, Card, 88955, Y, 
7650, Internet Banking, 71210, Y, 
7651, Internet Banking, 42149, Y, 
7652, Cash, 25907, Y, 
7653, Electronic, 29063, Y, 
7654, Card, 68566, Y, 
7655, Card, 42121, Y, 
7656, Gift card, 93353, N, Insufficent funds
7657, Gift card, 57492, Y, 
7658, Gift card, 84339, Y, 
7659, Internet Banking, 15836, Y, 
7660, Internet Banking, 77840, Y, 
7661, Cash, 73539, Y, 
7662, Card, 12627, N, Invalid CVV
7663, Gift card, 68827, Y, 
7664, Cash, 48721, Y, 
7665, Cash, 78572, N, Insufficent funds
7666, Gift card, 77073, N, Insufficent funds
7667, Card, 22102, Y, 
7668, Internet Banking, 61157, Y, 
7669, Electronic, 49755, Y, 
7670, Card, 69489, Y, 
7671, Internet Banking, 92792, Y, 
7672, Electronic, 47355, Y, 
7673, Internet Banking, 27362, Y, 
7674, Gift card, 99667, Y, 
7675, Internet Banking, 89428, Y, 
7676, Card, 32885, N, Invalid CVV
7677, Electronic, 28671, Y, 
7678, Card, 30432, N, Invalid CVV
7679, Internet Banking, 36571, Y, 
7680, Internet Banking, 86974, Y, 
7681, Cash, 79229, Y, 
7682, Gift card, 49391, Y, 
7683, Electronic, 39612, Y, 
7684, Cash, 48921, Y, 
7685, Cash, 69195, Y, 
7686, Cash, 12033, Y, 
7687, Gift card, 75638, Y, 
7688, Card, 32109, Y, 
7689, Gift card, 96338, N, Insufficent funds
7690, Gift card, 35371, Y, 
7691, Internet Banking, 78388, Y, 
7692, Gift card, 22847, Y, 
7693, Gift card, 17457, Y, 
7694, Card, 20417, N, Invalid zip code
7695, Internet Banking, 73292, Y, 
7696, Gift card, 85292, Y, 
7697, Electronic, 84134, Y, 
7698, Internet Banking, 65578, Y, 
7699, Gift card, 43020, N, Insufficent funds
7700, Cash, 92727, Y, 
7701, Cash, 87484, Y, 
7702, Card, 38835, N, Invalid card number
7703, Cash, 21479, Y, 
7704, Gift card, 22054, Y, 
7705, Cash, 82982, Y, 
7706, Card, 81872, Y, 
7707, Internet Banking, 28367, Y, 
7708, Cash, 99254, Y, 
7709, Cash, 38889, N, Insufficent funds
7710, Card, 32228, N, Invalid CVV
7711, Cash, 87408, Y, 
7712, Internet Banking, 69500, Y, 
7713, Cash, 42171, Y, 
7714, Card, 71382, Y, 
7715, Electronic, 25047, Y, 
7716, Cash, 95834, Y, 
7717, Cash, 73205, N, Insufficent funds
7718, Card, 38059, N, Invalid CVV
7719, Cash, 30096, Y, 
7720, Gift card, 94445, Y, 
7721, Internet Banking, 38688, Y, 
7722, Electronic, 23850, Y, 
7723, Cash, 85686, Y, 
7724, Internet Banking, 12619, Y, 
7725, Cash, 13283, N, Insufficent funds
7726, Card, 52761, Y, 
7727, Card, 17464, Y, 
7728, Gift card, 70747, Y, 
7729, Cash, 95937, Y, 
7730, Cash, 16849, Y, 
7731, Electronic, 64580, Y, 
7732, Electronic, 66246, Y, 
7733, Internet Banking, 30126, Y, 
7734, Cash, 80479, Y, 
7735, Cash, 66629, Y, 
7736, Gift card, 63918, Y, 
7737, Card, 37375, N, Invalid CVV
7738, Cash, 79025, N, Insufficent funds
7739, Cash, 94887, N, Insufficent funds
7740, Card, 31189, Y, 
7741, Internet Banking, 80947, Y, 
7742, Internet Banking, 26599, Y, 
7743, Electronic, 15468, Y, 
7744, Cash, 47525, Y, 
7745, Cash, 82642, N, Insufficent funds
7746, Gift card, 39236, Y, 
7747, Card, 75646, Y, 
7748, Electronic, 65294, Y, 
7749, Card, 30525, N, Invalid card number
7750, Cash, 97719, Y, 
7751, Card, 42981, Y, 
7752, Internet Banking, 80701, Y, 
7753, Internet Banking, 87446, N, Account locked
7754, Electronic, 58391, Y, 
7755, Cash, 47483, Y, 
7756, Electronic, 65873, N, Account locked
7757, Cash, 28477, Y, 
7758, Electronic, 50448, Y, 
7759, Electronic, 90155, Y, 
7760, Card, 84455, Y, 
7761, Electronic, 91445, Y, 
7762, Card, 47035, Y, 
7763, Internet Banking, 14436, N, Account locked
7764, Cash, 22922, Y, 
7765, Gift card, 23434, N, Insufficent funds
7766, Internet Banking, 50703, N, Account locked
7767, Gift card, 10869, N, Insufficent funds
7768, Card, 81300, N, Invalid card number
7769, Internet Banking, 18151, Y, 
7770, Card, 47997, Y, 
7771, Cash, 43461, N, Insufficent funds
7772, Card, 33466, Y, 
7773, Cash, 31202, N, Insufficent funds
7774, Internet Banking, 53911, Y, 
7775, Internet Banking, 90769, Y, 
7776, Card, 74110, Y, 
7777, Gift card, 71947, Y, 
7778, Cash, 79218, Y, 
7779, Card, 48917, N, Invalid card number
7780, Internet Banking, 55410, Y, 
7781, Gift card, 71970, Y, 
7782, Card, 97114, Y, 
7783, Internet Banking, 48416, Y, 
7784, Card, 36190, Y, 
7785, Internet Banking, 42618, Y, 
7786, Internet Banking, 15430, N, Account locked
7787, Internet Banking, 29793, Y, 
7788, Card, 45176, Y, 
7789, Card, 12508, N, Invalid zip code
7790, Electronic, 81837, Y, 
7791, Internet Banking, 14646, Y, 
7792, Internet Banking, 10690, N, Account locked
7793, Gift card, 84714, N, Insufficent funds
7794, Card, 52250, Y, 
7795, Card, 76856, Y, 
7796, Electronic, 28651, N, Account locked
7797, Internet Banking, 64757, Y, 
7798, Electronic, 78295, Y, 
7799, Card, 29783, N, Invalid CVV
7800, Internet Banking, 34619, Y, 
7801, Electronic, 41478, N, Account locked
7802, Cash, 99304, Y, 
7803, Card, 31084, Y, 
7804, Electronic, 45654, Y, 
7805, Electronic, 82549, N, Account locked
7806, Card, 33441, N, Invalid card number
7807, Gift card, 78016, Y, 
7808, Gift card, 34375, N, Insufficent funds
7809, Gift card, 78507, Y, 
7810, Card, 53929, Y, 
7811, Internet Banking, 61048, Y, 
7812, Gift card, 49771, Y, 
7813, Gift card, 46674, N, Insufficent funds
7814, Card, 15312, Y, 
7815, Card, 38654, Y, 
7816, Gift card, 13437, N, Insufficent funds
7817, Internet Banking, 86389, N, Account locked
7818, Gift card, 52264, Y, 
7819, Electronic, 43808, N, Account locked
7820, Cash, 68507, Y, 
7821, Internet Banking, 76973, Y, 
7822, Card, 30905, N, Invalid card number
7823, Gift card, 86289, Y, 
7824, Gift card, 34830, Y, 
7825, Cash, 68021, Y, 
7826, Gift card, 81075, Y, 
7827, Cash, 34383, N, Insufficent funds
7828, Cash, 53328, N, Insufficent funds
7829, Internet Banking, 86577, Y, 
7830, Gift card, 68787, Y, 
7831, Gift card, 74251, Y, 
7832, Card, 31534, Y, 
7833, Cash, 96248, Y, 
7834, Card, 99186, Y, 
7835, Internet Banking, 59727, Y, 
7836, Cash, 74515, Y, 
7837, Electronic, 27812, N, Account locked
7838, Card, 99191, N, Invalid card number
7839, Internet Banking, 72600, N, Account locked
7840, Internet Banking, 77045, Y, 
7841, Card, 38202, Y, 
7842, Gift card, 18846, Y, 
7843, Electronic, 32152, N, Account locked
